,user_id,name,gender,age,year,email,programme,categories
381,382,Tito Vázquez Llanos,male,19,1,titovázquezllanos@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Technology', 'Finance and Investment', 'Marketing']"
382,383,José Bustamante Nevado,female,21,1,josébustamantenevado@edem.es,BBA in Business Administration,['Business Management']
383,384,Guiomar de Salamanca,male,18,2,guiomardesalamanca@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Business Management']"
384,385,Roxana Sebastián Barrios,female,18,2,roxanasebastiánbarrios@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Finance and Investment']"
385,386,Teófilo Codina Cornejo,male,18,1,teófilocodinacornejo@edem.es,BBA in Business Administration,"['Business Management', 'Management Skills', 'Finance and Investment', 'Technology', 'Marketing']"
386,387,Agapito Teófilo Solsona Martín,male,19,2,agapitoteófilosolsonamartín@edem.es,BSc in Engineering and Management,"['Marketing', 'Business Management']"
387,388,Glauco Ojeda-Guerra,male,18,2,glaucoojeda-guerra@edem.es,BBA in Business Administration,"['Business Management', 'Marketing', 'Finance and Investment', 'Business Management']"
388,389,Erasmo Cal,male,28,1,erasmocal@edem.es,Bootcamp Data Science,"['Finance and Investment', 'Management Skills', 'Business Management', 'Marketing']"
389,390,Gervasio Alberto Seco,male,19,4,gervasioalbertoseco@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Marketing']"
390,391,Patricio Estévez Barragán,male,23,1,patricioestévezbarragán@edem.es,MBA Junior,"['Technology', 'Finance and Investment', 'Business Management', 'Management Skills', 'Marketing']"
391,392,Américo Vizcaíno Neira,male,19,3,américovizcaínoneira@edem.es,BBA in Business Administration,['Marketing']
392,393,Martin Goñi Carreño,male,18,1,martingoñicarreño@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Technology']"
393,394,Sarita Correa Cuesta,female,19,3,saritacorreacuesta@edem.es,BBA in Business Administration,"['Business Management', 'Marketing', 'Management Skills', 'Marketing']"
394,395,Juan Bautista Baró Goñi,male,18,1,juanbautistabarógoñi@edem.es,BSc in Engineering and Management,"['Business Management', 'Management Skills', 'Business Management', 'Management Skills']"
395,396,Bautista Bernal Guitart,male,18,1,bautistabernalguitart@edem.es,BBA in Business Administration,['Business Management']
396,397,Jafet Cabo Alberto,male,21,2,jafetcaboalberto@edem.es,BBA in Business Administration,['Technology']
397,398,Regina Sevilla Sancho,female,20,3,reginasevillasancho@edem.es,BBA in Business Administration,"['Technology', 'Management Skills']"
398,399,Abraham Barberá Tur,male,18,4,abrahambarberátur@edem.es,BBA in Business Administration,['Management Skills']
399,400,Chus Marí Conesa,male,18,2,chusmaríconesa@edem.es,BBA in Business Administration,"['Management Skills', 'Business Management', 'Technology']"
400,401,Sancho Salcedo Bueno,male,18,2,sanchosalcedobueno@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Marketing', 'Management Skills']"
401,402,Domingo Beltran Villalba,male,18,4,domingobeltranvillalba@edem.es,BSc in Engineering and Management,"['Management Skills', 'Marketing', 'Marketing', 'Finance and Investment']"
402,403,Jose Francisco Campos Llobet,male,19,2,josefranciscocamposllobet@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Business Management', 'Marketing']"
403,404,Nando Ferrero,male,25,1,nandoferrero@edem.es,MBA Junior,"['Marketing', 'Business Management']"
404,405,Vanesa Castejón Arnau,female,26,1,vanesacastejónarnau@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Finance and Investment', 'Business Management', 'Management Skills']"
405,406,Bonifacio Salas Narváez,male,19,3,bonifaciosalasnarváez@edem.es,BSc in Engineering and Management,"['Marketing', 'Finance and Investment', 'Finance and Investment', 'Technology']"
406,407,Elisabet Malo Aguilera,female,18,1,elisabetmaloaguilera@edem.es,BSc in Engineering and Management,"['Management Skills', 'Business Management', 'Technology']"
407,408,Adán Castro Narváez,male,19,2,adáncastronarváez@edem.es,BBA in Business Administration,"['Management Skills', 'Management Skills', 'Management Skills', 'Marketing', 'Finance and Investment']"
408,409,Ruy del Galindo,male,19,3,ruydelgalindo@edem.es,BBA in Business Administration,"['Technology', 'Management Skills']"
409,410,Juan Carlos Moraleda Mur,male,18,1,juancarlosmoraledamur@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management', 'Business Management', 'Management Skills', 'Business Management']"
410,411,Félix Vallejo Porras,male,23,1,félixvallejoporras@edem.es,Master Data Analytics,"['Management Skills', 'Finance and Investment', 'Finance and Investment', 'Finance and Investment']"
411,412,María Ángeles Nydia Tejero Franco,female,24,1,maríaángelesnydiatejerofranco@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Marketing', 'Marketing', 'Marketing']"
412,413,Luis Ángel Carvajal Gámez,male,18,4,luisángelcarvajalgámez@edem.es,BBA in Business Administration,"['Business Management', 'Technology', 'Management Skills']"
413,414,Elpidio Priego Tomas,male,18,1,elpidiopriegotomas@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Marketing']"
414,415,César Ferrándiz Bayona,male,20,4,césarferrándizbayona@edem.es,BSc in Engineering and Management,"['Business Management', 'Technology']"
415,416,Lupe Isidro Puig Samper,male,21,1,lupeisidropuigsamper@edem.es,BSc in Engineering and Management,['Marketing']
416,417,Augusto Bello Canet,male,19,1,augustobellocanet@edem.es,BBA in Business Administration,"['Management Skills', 'Technology']"
417,418,Cecilio del Fernandez,male,20,2,ceciliodelfernandez@edem.es,BBA in Business Administration,"['Technology', 'Management Skills', 'Marketing']"
418,419,Moreno Adelardo Alarcón Durán,male,25,1,morenoadelardoalarcóndurán@edem.es,Master Data Analytics,"['Finance and Investment', 'Marketing', 'Finance and Investment', 'Management Skills', 'Business Management']"
419,420,Candelario Cervantes Alba,male,19,1,candelariocervantesalba@edem.es,BSc in Engineering and Management,"['Technology', 'Business Management', 'Marketing', 'Finance and Investment']"
420,421,Pili Cayetana Alberto Manuel,female,18,2,pilicayetanaalbertomanuel@edem.es,BBA in Business Administration,"['Business Management', 'Technology', 'Business Management']"
421,422,Adolfo Flores,male,18,3,adolfoflores@edem.es,BBA in Business Administration,"['Finance and Investment', 'Marketing', 'Technology']"
422,423,Leopoldo García Peral,male,18,4,leopoldogarcíaperal@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Marketing', 'Technology', 'Marketing', 'Finance and Investment']"
423,424,Andrés Mercader Andrés,male,20,4,andrésmercaderandrés@edem.es,BBA in Business Administration,['Technology']
424,425,Bernabé Pintor Landa,male,19,2,bernabépintorlanda@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills', 'Business Management']"
425,426,Silvestre del Larrea,male,20,1,silvestredellarrea@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Management Skills']"
426,427,Manu Garmendia Baquero,female,20,4,manugarmendiabaquero@edem.es,BBA in Business Administration,['Management Skills']
427,428,Anacleto Cabezas Paredes,male,18,1,anacletocabezasparedes@edem.es,BSc in Engineering and Management,"['Management Skills', 'Business Management', 'Business Management', 'Finance and Investment', 'Business Management']"
428,429,Paco Gregorio Gomez Estevez,male,26,1,pacogregoriogomezestevez@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Finance and Investment', 'Business Management', 'Business Management', 'Business Management']"
429,430,Severiano Hervia Tamayo,male,27,1,severianoherviatamayo@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Marketing', 'Finance and Investment', 'Marketing', 'Business Management']"
430,431,Nereida Bravo-Coronado,female,18,2,nereidabravo-coronado@edem.es,BSc in Engineering and Management,"['Business Management', 'Business Management', 'Technology']"
431,432,Anabel Pedrero,female,18,2,anabelpedrero@edem.es,BBA in Business Administration,['Technology']
432,433,Belen Carpio Gordillo,female,19,3,belencarpiogordillo@edem.es,BSc in Engineering and Management,"['Management Skills', 'Marketing', 'Technology', 'Marketing', 'Business Management']"
433,434,Josué Capdevila Guerra,male,44,1,josuécapdevilaguerra@edem.es,Bootcamp Data Science,"['Technology', 'Business Management', 'Finance and Investment']"
434,435,Lino Macias Ripoll,male,20,2,linomaciasripoll@edem.es,BBA in Business Administration,"['Technology', 'Management Skills', 'Business Management', 'Management Skills']"
435,436,Jacinta Dominguez,female,18,1,jacintadominguez@edem.es,BSc in Engineering and Management,"['Business Management', 'Marketing', 'Marketing']"
436,437,Reynaldo Vilalta Mayol,male,19,1,reynaldovilaltamayol@edem.es,BBA in Business Administration,"['Business Management', 'Technology']"
437,438,Amor Donaire,male,25,1,amordonaire@edem.es,Master Data Analytics,['Management Skills']
438,439,Hilda Prats Echeverría,female,18,2,hildapratsecheverría@edem.es,BBA in Business Administration,"['Finance and Investment', 'Technology', 'Finance and Investment', 'Finance and Investment']"
439,440,Maricela del Soto,female,24,1,mariceladelsoto@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Technology', 'Marketing', 'Marketing']"
440,441,Aníbal Duque Benito,male,21,4,aníbalduquebenito@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Finance and Investment']"
441,442,Mohamed Benítez Isern,male,23,1,mohamedbenítezisern@edem.es,Bootcamp UX/ UI,"['Technology', 'Technology']"
442,443,Yésica Belen Sanabria Collado,female,20,3,yésicabelensanabriacollado@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Finance and Investment', 'Management Skills']"
443,444,Camilo Morera Colomer,male,23,1,camilomoreracolomer@edem.es,Bootcamp Data Science,"['Marketing', 'Management Skills', 'Management Skills', 'Finance and Investment']"
444,445,Jose Luis Zamora Prat,male,23,1,joseluiszamoraprat@edem.es,MBA Junior,"['Technology', 'Marketing', 'Business Management', 'Management Skills']"
445,446,Demetrio de Noriega,male,21,3,demetriodenoriega@edem.es,BBA in Business Administration,['Marketing']
446,447,Valeria Lara Piñeiro Lozano,female,20,4,valerialarapiñeirolozano@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills', 'Management Skills', 'Technology']"
447,448,Ángel Castejón Agustí,male,20,2,ángelcastejónagustí@edem.es,BBA in Business Administration,['Technology']
448,449,Nacho Olivé Porta,male,23,1,nachoolivéporta@edem.es,Master Data Analytics,"['Technology', 'Management Skills', 'Management Skills', 'Management Skills', 'Technology']"
449,450,Emilia Briones Atienza,female,18,3,emiliabrionesatienza@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Business Management', 'Finance and Investment', 'Marketing']"
450,451,Ámbar del Bueno,female,24,1,ámbardelbueno@edem.es,MBA Junior,"['Management Skills', 'Marketing', 'Technology', 'Management Skills']"
451,452,Anabel del Coca,female,23,1,anabeldelcoca@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Technology']"
452,453,Clemente Gomila-Lobato,male,19,2,clementegomila-lobato@edem.es,BBA in Business Administration,"['Finance and Investment', 'Finance and Investment', 'Business Management', 'Marketing', 'Technology']"
453,454,Mariano Glauco Rios Río,male,18,1,marianoglaucoriosrío@edem.es,BBA in Business Administration,"['Business Management', 'Technology']"
454,455,Jafet Casals,male,21,1,jafetcasals@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Management Skills']"
455,456,Ana Belén Córdoba Rey,female,20,4,anabeléncórdobarey@edem.es,BBA in Business Administration,"['Business Management', 'Management Skills', 'Management Skills', 'Marketing', 'Technology']"
456,457,Marcela Macias-Cal,female,23,1,marcelamacias-cal@edem.es,Master Marketing and Digital Sales,"['Management Skills', 'Marketing', 'Management Skills', 'Business Management', 'Marketing']"
457,458,Isidoro Ureña Riquelme,male,20,2,isidoroureñariquelme@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Marketing', 'Business Management', 'Technology']"
458,459,Aránzazu Perez Dominguez,female,20,3,aránzazuperezdominguez@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Business Management']"
459,460,Víctor Jove Ibarra,male,18,1,víctorjoveibarra@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Technology', 'Technology', 'Business Management']"
460,461,Graciana Quiroga Abad,female,19,1,gracianaquirogaabad@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Business Management', 'Finance and Investment', 'Marketing']"
461,462,Apolinar de Valls,male,18,1,apolinardevalls@edem.es,BBA in Business Administration,['Finance and Investment']
462,463,Francisco Jose Suárez Bayón,male,20,1,franciscojosesuárezbayón@edem.es,BBA in Business Administration,"['Management Skills', 'Finance and Investment', 'Business Management', 'Technology']"
463,464,Loreto Mayo Alegria,female,20,1,loretomayoalegria@edem.es,BBA in Business Administration,"['Marketing', 'Marketing', 'Business Management', 'Finance and Investment', 'Finance and Investment']"
464,465,Alejo Tormo Jove,male,18,3,alejotormojove@edem.es,BBA in Business Administration,"['Technology', 'Marketing']"
465,466,Jimena Río Salom,female,20,2,jimenaríosalom@edem.es,BSc in Engineering and Management,"['Technology', 'Management Skills', 'Finance and Investment', 'Marketing']"
466,467,Ramona Álvaro-Lluch,female,18,1,ramonaálvaro-lluch@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Marketing']"
467,468,Viviana Gil-Alberdi,female,18,4,vivianagil-alberdi@edem.es,BBA in Business Administration,"['Business Management', 'Finance and Investment', 'Management Skills']"
468,469,Dan Bartolomé Perelló,male,19,4,danbartoloméperelló@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Marketing', 'Business Management', 'Business Management']"
469,470,Gerónimo Carranza Ibáñez,male,18,1,gerónimocarranzaibáñez@edem.es,BSc in Engineering and Management,"['Management Skills', 'Management Skills', 'Marketing', 'Business Management']"
470,471,Concepción Sainz,female,18,2,concepciónsainz@edem.es,BBA in Business Administration,"['Management Skills', 'Technology', 'Technology']"
471,472,Julieta Ángel Borja,female,18,3,julietaángelborja@edem.es,BBA in Business Administration,"['Marketing', 'Marketing', 'Marketing', 'Management Skills']"
472,473,Arturo Valdés Llorens,male,18,2,arturovaldésllorens@edem.es,BBA in Business Administration,"['Marketing', 'Finance and Investment', 'Marketing']"
473,474,Rodolfo Uriarte Asenjo,male,20,4,rodolfouriarteasenjo@edem.es,BSc in Engineering and Management,"['Business Management', 'Management Skills', 'Marketing']"
474,475,Gervasio Roman-Barrena,male,21,2,gervasioroman-barrena@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Finance and Investment']"
475,476,Amando Catalán Castilla,male,25,1,amandocataláncastilla@edem.es,MBA Junior,"['Business Management', 'Management Skills', 'Finance and Investment', 'Marketing', 'Management Skills']"
476,477,Bautista Sarabia,male,18,3,bautistasarabia@edem.es,BBA in Business Administration,"['Finance and Investment', 'Technology']"
477,478,Reynaldo Tejera,male,19,4,reynaldotejera@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management', 'Finance and Investment', 'Technology']"
478,479,Paco Llano,male,24,1,pacollano@edem.es,Master Data Analytics,"['Technology', 'Marketing']"
479,480,Fanny Valcárcel Téllez,female,27,1,fannyvalcárceltéllez@edem.es,Master Marketing and Digital Sales,"['Technology', 'Finance and Investment', 'Marketing', 'Management Skills']"
480,481,Modesto Pastor Gilabert,male,18,1,modestopastorgilabert@edem.es,BBA in Business Administration,['Marketing']
481,482,Malena de Pacheco,female,21,1,malenadepacheco@edem.es,BSc in Engineering and Management,['Business Management']
482,483,Juan Antonio Martín Calzada,male,19,1,juanantoniomartíncalzada@edem.es,BBA in Business Administration,"['Technology', 'Business Management']"
483,484,María Luisa Vergara Rosell,female,25,1,maríaluisavergararosell@edem.es,Master Marketing and Digital Sales,['Marketing']
484,485,Jose Ignacio Fuentes,male,26,1,joseignaciofuentes@edem.es,Master Data Analytics,"['Technology', 'Marketing']"
485,486,Vera Ramón Nadal,female,20,1,veraramónnadal@edem.es,Bootcamp Data Science,['Marketing']
486,487,Yéssica Gracia Benavente,female,21,2,yéssicagraciabenavente@edem.es,BBA in Business Administration,"['Business Management', 'Finance and Investment', 'Business Management', 'Marketing']"
487,488,Nerea Almansa Puente,female,23,1,nereaalmansapuente@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Finance and Investment', 'Technology']"
488,489,Santos de Agustí,male,18,3,santosdeagustí@edem.es,BBA in Business Administration,['Marketing']
489,490,Kike Lopez Contreras,male,21,3,kikelopezcontreras@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Technology']"
490,491,Ambrosio Bernat-Barragán,male,18,4,ambrosiobernat-barragán@edem.es,BSc in Engineering and Management,"['Marketing', 'Finance and Investment', 'Technology', 'Management Skills']"
491,492,Simón Paniagua Pedrosa,male,21,4,simónpaniaguapedrosa@edem.es,BSc in Engineering and Management,['Management Skills']
492,493,Jose Miguel Claudio Martí Vidal,male,18,2,josemiguelclaudiomartívidal@edem.es,BBA in Business Administration,"['Business Management', 'Business Management', 'Finance and Investment', 'Management Skills']"
493,494,Amor Carlos Rojas,female,18,1,amorcarlosrojas@edem.es,BSc in Engineering and Management,"['Technology', 'Business Management', 'Finance and Investment']"
494,495,Victor Gil-Pascual,male,18,1,victorgil-pascual@edem.es,BBA in Business Administration,"['Marketing', 'Technology', 'Finance and Investment', 'Business Management']"
495,496,Carmen Camps Bustamante,female,19,4,carmencampsbustamante@edem.es,BBA in Business Administration,"['Marketing', 'Technology']"
496,497,Herminia Salom-Requena,female,18,2,herminiasalom-requena@edem.es,BBA in Business Administration,"['Finance and Investment', 'Management Skills']"
497,498,Elvira Requena-Villalba,female,19,3,elvirarequena-villalba@edem.es,BSc in Engineering and Management,"['Business Management', 'Marketing', 'Management Skills', 'Business Management']"
498,499,José Sol Mármol Marín,female,19,2,josésolmármolmarín@edem.es,BBA in Business Administration,['Management Skills']
499,500,Candelario de Zamorano,male,18,2,candelariodezamorano@edem.es,BSc in Engineering and Management,"['Business Management', 'Finance and Investment', 'Finance and Investment']"
500,501,Esther Acedo Ferrer,female,19,3,estheracedoferrer@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management', 'Marketing']"
501,502,Jose Miguel Batlle Poza,male,18,1,josemiguelbatllepoza@edem.es,BSc in Engineering and Management,"['Business Management', 'Business Management', 'Marketing']"
502,503,Rómulo Roman,male,19,1,rómuloroman@edem.es,BBA in Business Administration,"['Business Management', 'Management Skills', 'Finance and Investment']"
503,504,Carlota Juárez-Agustí,female,18,3,carlotajuárez-agustí@edem.es,BBA in Business Administration,"['Technology', 'Marketing']"
504,505,Mónica Piñeiro Pareja,female,21,1,mónicapiñeiropareja@edem.es,BSc in Engineering and Management,"['Technology', 'Technology', 'Technology']"
505,506,Pepita Sancho Robledo,female,19,4,pepitasanchorobledo@edem.es,BBA in Business Administration,"['Marketing', 'Marketing', 'Business Management', 'Business Management', 'Technology']"
506,507,Adán Mercader Laguna,male,19,2,adánmercaderlaguna@edem.es,BSc in Engineering and Management,['Technology']
507,508,Ruben Beltran,male,19,2,rubenbeltran@edem.es,BBA in Business Administration,"['Business Management', 'Finance and Investment', 'Technology', 'Finance and Investment', 'Technology']"
508,509,Nicolás de Fortuny,male,19,1,nicolásdefortuny@edem.es,BSc in Engineering and Management,"['Management Skills', 'Technology', 'Finance and Investment', 'Marketing', 'Technology']"
509,510,Guillermo Segismundo Rius Casares,male,18,1,guillermosegismundoriuscasares@edem.es,BBA in Business Administration,"['Business Management', 'Technology']"
510,511,Cruz Jafet Carranza Hoyos,male,18,4,cruzjafetcarranzahoyos@edem.es,BSc in Engineering and Management,"['Technology', 'Finance and Investment', 'Finance and Investment', 'Technology', 'Technology']"
511,512,Ramón Gracia Trillo,male,19,1,ramóngraciatrillo@edem.es,BBA in Business Administration,"['Technology', 'Marketing', 'Business Management', 'Management Skills', 'Marketing']"
512,513,Salvador Heliodoro Falcón Bayo,male,27,1,salvadorheliodorofalcónbayo@edem.es,Master Marketing and Digital Sales,"['Technology', 'Finance and Investment']"
513,514,Luis Miguel Sáenz-Carvajal,male,18,1,luismiguelsáenz-carvajal@edem.es,BBA in Business Administration,"['Business Management', 'Technology', 'Finance and Investment']"
514,515,Matías Orozco Jaén,male,25,1,matíasorozcojaén@edem.es,Master Marketing and Digital Sales,['Marketing']
515,516,Oriana Escrivá Prada,female,27,1,orianaescriváprada@edem.es,Master Data Analytics,"['Finance and Investment', 'Technology', 'Business Management', 'Business Management']"
516,517,José Armas Anguita,male,18,1,joséarmasanguita@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Technology', 'Marketing']"
517,518,Jose Llobet Solera,male,20,1,josellobetsolera@edem.es,BSc in Engineering and Management,"['Management Skills', 'Business Management', 'Business Management', 'Technology']"
518,519,Irene del Miguel,female,19,1,irenedelmiguel@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Marketing', 'Management Skills']"
519,520,Desiderio Bayón Manjón,male,18,3,desideriobayónmanjón@edem.es,BBA in Business Administration,"['Business Management', 'Management Skills']"
520,521,Raimundo Peiró Miró,male,20,1,raimundopeirómiró@edem.es,Bootcamp Cibersecurity,['Business Management']
521,522,Feliciano Beltran Gil,male,18,1,felicianobeltrangil@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Technology']"
522,523,Roxana Llorens Segura,female,18,4,roxanallorenssegura@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Management Skills', 'Management Skills']"
523,524,Ignacio Pol Domínguez,male,25,1,ignaciopoldomínguez@edem.es,Master Marketing and Digital Sales,['Finance and Investment']
524,525,Magdalena Flor Becerra,female,18,4,magdalenaflorbecerra@edem.es,BBA in Business Administration,"['Business Management', 'Marketing', 'Marketing', 'Management Skills']"
525,526,Ricardo Sobrino Roura,male,25,1,ricardosobrinoroura@edem.es,Master Marketing and Digital Sales,['Finance and Investment']
526,527,Mohamed del Azorin,male,22,1,mohameddelazorin@edem.es,Bootcamp Data Science,['Technology']
527,528,Vera Monreal Esparza,female,18,4,veramonrealesparza@edem.es,BSc in Engineering and Management,['Management Skills']
528,529,Jose Antonio Ariza Fuertes,male,18,1,joseantonioarizafuertes@edem.es,BSc in Engineering and Management,['Technology']
529,530,Teodosio Fortuny Olivera,male,18,3,teodosiofortunyolivera@edem.es,BSc in Engineering and Management,"['Technology', 'Business Management']"
530,531,Leocadia Mir,female,21,2,leocadiamir@edem.es,BSc in Engineering and Management,['Finance and Investment']
531,532,Remedios Pera,female,19,4,remediospera@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Technology']"
532,533,Roque del Cordero,male,21,3,roquedelcordero@edem.es,BBA in Business Administration,"['Technology', 'Business Management', 'Management Skills', 'Management Skills', 'Finance and Investment']"
533,534,Luisina Cerezo Carreño,female,19,4,luisinacerezocarreño@edem.es,BSc in Engineering and Management,"['Management Skills', 'Management Skills', 'Finance and Investment', 'Marketing', 'Marketing']"
534,535,René Pedro Royo,male,18,4,renépedroroyo@edem.es,BBA in Business Administration,"['Business Management', 'Technology']"
535,536,Azahar Fuentes Torre,female,25,1,azaharfuentestorre@edem.es,Master Marketing and Digital Sales,"['Finance and Investment', 'Management Skills', 'Business Management', 'Management Skills']"
536,537,Patricio Pablo-Herranz,male,19,3,patriciopablo-herranz@edem.es,BSc in Engineering and Management,"['Management Skills', 'Technology', 'Finance and Investment', 'Management Skills', 'Business Management']"
537,538,Toño Morera Ramírez,male,18,3,toñomoreraramírez@edem.es,BBA in Business Administration,"['Management Skills', 'Management Skills', 'Marketing', 'Finance and Investment']"
538,539,Loreto Iriarte Marqués,male,23,1,loretoiriartemarqués@edem.es,Master Marketing and Digital Sales,"['Marketing', 'Technology', 'Marketing', 'Technology']"
539,540,Margarita de Cabrera,female,18,2,margaritadecabrera@edem.es,BSc in Engineering and Management,"['Management Skills', 'Management Skills']"
540,541,Artemio Mínguez Figuerola,male,23,1,artemiomínguezfiguerola@edem.es,Master Data Analytics,"['Business Management', 'Marketing', 'Marketing']"
541,542,Baudelio Morales Andrés,male,21,1,baudeliomoralesandrés@edem.es,Bootcamp Full Stack,['Technology']
542,543,Natalio Bello Sarmiento,male,18,2,nataliobellosarmiento@edem.es,BSc in Engineering and Management,"['Finance and Investment', 'Management Skills']"
543,544,Manuela del Coca,female,19,1,manueladelcoca@edem.es,BSc in Engineering and Management,"['Business Management', 'Marketing', 'Finance and Investment', 'Business Management', 'Business Management']"
544,545,Silvio Fabra-Saura,male,19,1,silviofabra-saura@edem.es,BBA in Business Administration,"['Management Skills', 'Management Skills', 'Marketing', 'Management Skills', 'Marketing']"
545,546,Régulo Casanovas Peñalver,male,18,4,régulocasanovaspeñalver@edem.es,BBA in Business Administration,"['Marketing', 'Marketing']"
546,547,Teobaldo Solís Arroyo,male,21,1,teobaldosolísarroyo@edem.es,Bootcamp Data Science,['Business Management']
547,548,Borja Solís Rivas,male,18,1,borjasolísrivas@edem.es,BBA in Business Administration,"['Marketing', 'Business Management', 'Business Management', 'Management Skills']"
548,549,María Del Carmen Bello-Cuadrado,female,18,4,maríadelcarmenbello-cuadrado@edem.es,BBA in Business Administration,"['Technology', 'Business Management']"
549,550,Glauco del Gomez,male,18,1,glaucodelgomez@edem.es,BSc in Engineering and Management,"['Technology', 'Business Management', 'Management Skills', 'Management Skills']"
550,551,Susanita Jaén Pastor,female,21,4,susanitajaénpastor@edem.es,BBA in Business Administration,"['Technology', 'Marketing', 'Business Management', 'Business Management']"
551,552,Reyes Nicolás,female,19,3,reyesnicolás@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Technology']"
552,553,Máximo Garay Navarro,male,18,2,máximogaraynavarro@edem.es,BSc in Engineering and Management,"['Marketing', 'Business Management', 'Finance and Investment', 'Technology', 'Technology']"
553,554,Vasco Conde,male,27,1,vascoconde@edem.es,Master Marketing and Digital Sales,"['Management Skills', 'Finance and Investment', 'Management Skills', 'Technology']"
554,555,Corona Navas-Rodrigo,female,25,1,coronanavas-rodrigo@edem.es,Master Data Analytics,"['Technology', 'Business Management']"
555,556,Mercedes Méndez Aroca,female,18,3,mercedesméndezaroca@edem.es,BBA in Business Administration,"['Management Skills', 'Marketing', 'Marketing']"
556,557,Aristides Villalobos Segura,male,19,2,aristidesvillalobossegura@edem.es,BSc in Engineering and Management,"['Technology', 'Business Management', 'Management Skills', 'Finance and Investment']"
557,558,Palmira Vilaplana,female,20,1,palmiravilaplana@edem.es,Bootcamp UX/ UI,"['Technology', 'Marketing', 'Technology', 'Business Management', 'Finance and Investment']"
558,559,Micaela Pineda Andres,female,27,1,micaelapinedaandres@edem.es,Master Marketing and Digital Sales,['Marketing']
559,560,Ibán de Gallart,male,19,1,ibándegallart@edem.es,BBA in Business Administration,['Marketing']
560,561,Rosenda Estrella Fernández Arellano,female,18,2,rosendaestrellafernándezarellano@edem.es,BBA in Business Administration,['Business Management']
561,562,Leonardo Vall,male,20,1,leonardovall@edem.es,BBA in Business Administration,"['Finance and Investment', 'Business Management', 'Finance and Investment', 'Finance and Investment']"
562,563,Lupe Abella Gallo,male,19,2,lupeabellagallo@edem.es,BBA in Business Administration,"['Technology', 'Management Skills']"
563,564,Odalis Mascaró Fonseca,female,19,1,odalismascarófonseca@edem.es,BBA in Business Administration,"['Business Management', 'Marketing', 'Marketing', 'Business Management', 'Finance and Investment']"
564,565,Modesto Frías,male,25,1,modestofrías@edem.es,Master Data Analytics,"['Technology', 'Finance and Investment', 'Technology', 'Management Skills', 'Marketing']"
565,566,Inmaculada Blanch Lamas,female,23,1,inmaculadablanchlamas@edem.es,Master Data Analytics,['Technology']
566,567,Cesar Mayo Gonzalez,male,18,2,cesarmayogonzalez@edem.es,BSc in Engineering and Management,"['Marketing', 'Marketing', 'Finance and Investment', 'Finance and Investment']"
567,568,Samanta Blanch Abascal,female,46,1,samantablanchabascal@edem.es,Bootcamp Data Science,"['Management Skills', 'Business Management']"
568,569,Pancho Real Torrent,male,18,3,panchorealtorrent@edem.es,BBA in Business Administration,"['Marketing', 'Management Skills', 'Management Skills']"
569,570,Yago Linares Piñol,male,26,1,yagolinarespiñol@edem.es,Master Data Analytics,"['Marketing', 'Technology', 'Management Skills']"
