,Unnamed: 0,student_id,email,name,surname,gender,age,programme,year,category_id,Marketing,Finance and Investment,Management Skills,Business Management,Tech,Entrepreneurship,Artificial Intelligence,Crypto,Sport,Economy,Networking,Sustainability,Design,Music,HR,Employment
262,262,262,herbertobarroso@edem.es,Herberto,Barroso,male,26,Master Finance,1,"[6, 9, 7, 15]",0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
263,263,264,severinopedrero@edem.es,Severino,Pedrero,male,20,BSc in Engineering and Management,3,"[15, 11, 12, 9, 7, 13, 14, 4, 16, 8]",0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
264,264,265,macarenaechevarría@edem.es,Macarena,Echevarría,female,24,Master Data Analytics,1,"[5, 16, 4, 12, 2, 1, 7, 11, 14, 13, 9, 6]",1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
265,265,266,bernarditagámez@edem.es,Bernardita,Gámez,female,19,BBA in Business Administration,4,"[15, 10]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
266,266,267,gregorioanaya@edem.es,Gregorio,Anaya,male,18,BBA in Business Administration,3,"[8, 12]",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
267,267,268,isabelsalvador@edem.es,Isabel,Salvador,female,21,Bootcamp UX/ UI,1,"[13, 8]",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
268,268,269,samufernandez@edem.es,Samu,Fernandez,male,21,BBA in Business Administration,4,"[7, 13, 14, 15, 1, 3, 9, 5]",1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0
269,269,270,josémarilucas@edem.es,José Mari,Lucas,male,20,BSc in Engineering and Management,1,"[11, 10, 15, 13, 16, 6, 4, 5]",0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1
270,270,271,vanesaalberto@edem.es,Vanesa,Alberto,female,23,Master Marketing and Digital Sales,1,"[8, 7, 5, 14, 1]",1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
271,271,272,águedaprats@edem.es,Águeda,Prats,female,21,BBA in Business Administration,1,"[14, 9, 8, 1, 6, 11]",1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
272,272,273,rodrigoolivares@edem.es,Rodrigo,Olivares,male,21,BBA in Business Administration,4,"[11, 12, 7, 14, 3, 5, 13, 15, 8, 2, 10, 9, 6]",0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
273,273,274,javierfiol@edem.es,Javier,Fiol,male,27,MBA Junior,1,"[2, 9, 7, 14, 15, 12, 3, 13, 4, 10, 16, 11, 1, 6, 5]",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
274,274,275,nildamontalbán@edem.es,Nilda,Montalbán,female,20,BSc in Engineering and Management,2,"[7, 1, 5]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
275,275,276,pabloabad@edem.es,Pablo,Abad,male,18,BSc in Engineering and Management,2,"[2, 14, 16, 4, 10, 11, 9, 13, 8, 15, 3, 6, 1]",1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
276,276,277,conchaalegria@edem.es,Concha,Alegria,female,18,BSc in Engineering and Management,2,"[7, 12, 2, 15, 8, 4, 10]",0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
277,277,278,victorinopeña@edem.es,Victorino,Peña,male,18,BBA in Business Administration,3,"[13, 15, 4, 9, 6, 5, 7]",0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0
278,278,279,ivánplana@edem.es,Iván,Plana,male,18,BBA in Business Administration,1,"[12, 5, 15, 6, 9, 8, 11, 2, 10, 7, 3, 16, 13, 14, 4]",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,279,280,maríachaparro@edem.es,María,Chaparro,female,18,BBA in Business Administration,3,"[8, 12]",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
280,280,281,aleródenas@edem.es,Ale,Ródenas,female,18,BBA in Business Administration,4,"[1, 5, 9, 10, 13]",1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
281,281,282,ricardavelasco@edem.es,Ricarda,Velasco,female,21,BSc in Engineering and Management,4,"[10, 3, 4, 6, 14, 7, 16, 12, 8, 5, 13, 15, 11, 2]",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
282,282,283,eladiomúñiz@edem.es,Eladio,Múñiz,male,18,BBA in Business Administration,3,"[15, 3, 12, 13, 6, 16, 11, 9, 8, 2, 5, 1, 14, 4, 10, 7]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,283,284,josefacarreras@edem.es,Josefa,Carreras,female,19,BBA in Business Administration,1,"[5, 14, 11, 4, 2, 3, 1, 13, 8, 15, 10, 16, 9, 7]",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
284,284,285,virgiliopeñas@edem.es,Virgilio,Peñas,male,18,BBA in Business Administration,2,"[1, 16, 9, 14, 7, 15, 11, 13, 5, 8, 3, 10, 4, 12, 6, 2]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,285,286,benitaaragón@edem.es,Benita,Aragón,female,23,MBA Junior,1,"[8, 4, 10, 9, 5]",0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
286,286,287,laloaller@edem.es,Lalo,Aller,male,24,Master Data Analytics,1,"[9, 13, 7, 2, 6, 14, 8, 4, 16, 3, 12, 1]",1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
287,287,288,corneliotejero@edem.es,Cornelio,Tejero,male,18,BSc in Engineering and Management,2,"[3, 7]",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
288,288,289,lisandrobecerra@edem.es,Lisandro,Becerra,male,21,BBA in Business Administration,2,"[13, 9, 8, 1, 11, 16, 3, 2, 14, 7, 4, 10, 12]",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
289,289,290,luisamalo@edem.es,Luisa,Malo,female,21,BBA in Business Administration,1,"[8, 4]",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
290,290,291,rómuloplanas@edem.es,Rómulo,Planas,male,19,BSc in Engineering and Management,1,"[9, 1, 2, 11, 5, 16, 10, 15, 3, 7, 8, 13, 14, 6, 12, 4]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,291,292,otiliacompany@edem.es,Otilia,Company,female,26,Master Marketing and Digital Sales,1,"[10, 3, 16]",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
292,292,293,crescenciabenavente@edem.es,Crescencia,Benavente,female,19,BBA in Business Administration,4,"[13, 11, 9, 6, 7, 3, 2, 14]",0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0
293,293,294,valentínnicolás@edem.es,Valentín,Nicolás,male,18,BBA in Business Administration,1,"[2, 16, 7, 4, 15, 6, 10, 14, 11, 1, 8, 3]",1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
294,294,295,césarpintor@edem.es,César,Pintor,male,24,Master Marketing and Digital Sales,1,"[16, 4, 6, 9, 7, 12, 3, 11, 2, 13, 5, 10, 8, 14, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
295,295,296,eduardomateu@edem.es,Eduardo,Mateu,male,18,BBA in Business Administration,3,"[9, 3, 7]",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
296,296,297,virgiliopáez@edem.es,Virgilio,Páez,male,21,BBA in Business Administration,2,"[13, 6, 15, 2, 16]",0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
297,297,298,trinidadmur@edem.es,Trinidad,Mur,male,19,BSc in Engineering and Management,1,[10],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
298,298,299,isaíasiborra@edem.es,Isaías,Iborra,male,19,BSc in Engineering and Management,1,"[12, 13, 5, 2, 3, 15, 16, 7, 8, 14, 9, 6, 4, 1, 10]",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
299,299,300,alejoiñiguez@edem.es,Alejo,Iñiguez,male,27,Master Finance,1,"[12, 9, 2]",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
300,300,301,telmoarellano@edem.es,Telmo,Arellano,male,26,MBA Junior,1,"[13, 1, 5, 7, 16, 2, 9, 4, 3, 6, 10]",1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
301,301,302,sebastiánsoto@edem.es,Sebastián,Soto,male,19,BBA in Business Administration,3,"[5, 16, 15, 14, 8, 3]",0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1
302,302,303,renatocarrera@edem.es,Renato,Carrera,male,24,Master Data Analytics,1,"[6, 7, 5]",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
303,303,304,ceciliosegovia@edem.es,Cecilio,Segovia,male,18,BBA in Business Administration,3,"[10, 8, 13, 2, 6, 5, 4, 15, 16, 9, 1, 14, 3, 12]",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
304,304,305,rafaelarocamora@edem.es,Rafaela,Rocamora,female,19,BSc in Engineering and Management,3,"[11, 14, 10, 7, 6, 8, 12, 13, 3, 16, 9, 5, 2]",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
305,305,306,anastasiogirona@edem.es,Anastasio,Girona,male,19,BSc in Engineering and Management,2,"[11, 3, 7, 6, 5, 16, 8, 4, 13, 9, 15, 14, 10, 1, 12, 2]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,306,307,hipólitotirado@edem.es,Hipólito,Tirado,male,20,BBA in Business Administration,1,[15],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,307,308,leopoldocabrero@edem.es,Leopoldo,Cabrero,male,23,MBA Junior,1,"[15, 13, 5, 12, 2, 7, 8]",0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0
308,308,309,vicentabarriga@edem.es,Vicenta,Barriga,female,27,Master Marketing and Digital Sales,1,"[10, 4, 5, 11, 3]",0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
309,309,310,ciríacoreyes@edem.es,Ciríaco,Reyes,male,23,Master Finance,1,"[13, 2, 8, 10, 14, 16, 7, 9, 11, 5, 1, 3, 6, 4]",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
310,310,311,gracianosanz@edem.es,Graciano,Sanz,male,26,MBA Junior,1,"[12, 3, 11, 10, 1, 13, 7, 6]",1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0
311,311,502,calixtoechevarría@edem.es,Calixto,Echevarría,male,18,BSc in Engineering and Management,1,[3],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,312,312,josefarré@edem.es,Jose,Farré,male,18,BSc in Engineering and Management,4,"[4, 1, 2, 5, 16, 9, 11, 10, 12, 8, 3, 7, 13, 6]",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
313,313,313,albertomontenegro@edem.es,Alberto,Montenegro,male,21,BBA in Business Administration,1,"[12, 1, 8, 2, 5]",1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
314,314,314,titoesteve@edem.es,Tito,Esteve,male,18,BSc in Engineering and Management,2,"[3, 2, 14, 12, 16, 6, 5, 11, 8, 7, 15, 10, 4, 9]",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
315,315,315,anabelisern@edem.es,Anabel,Isern,female,25,Master Marketing and Digital Sales,1,"[4, 8, 12, 14, 15, 6, 2, 5, 1, 7, 11, 13, 9, 10, 16, 3]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,316,316,gloriajuliá@edem.es,Gloria,Juliá,female,26,Master Finance,1,"[6, 9, 3, 16, 15, 7, 8, 4]",0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
317,317,317,benitasolsona@edem.es,Benita,Solsona,female,18,BBA in Business Administration,2,"[6, 3, 11, 14, 7, 12, 1, 4, 8, 5, 9, 16, 10]",1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
318,318,318,adelardosaez@edem.es,Adelardo,Saez,male,19,BBA in Business Administration,3,"[7, 5, 13, 12, 2, 10, 14]",0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0
319,319,319,césarcontreras@edem.es,César,Contreras,male,19,BSc in Engineering and Management,3,"[12, 6, 4, 8, 2, 5]",0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
320,320,320,mireiacalleja@edem.es,Mireia,Calleja,female,26,MBA Junior,1,"[11, 10, 7, 15, 14, 13, 2, 6, 9, 12, 4, 5, 16, 3, 8, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,321,321,nilocuenca@edem.es,Nilo,Cuenca,male,26,Master Finance,1,"[11, 2, 4, 5, 15]",0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
322,322,322,juliosilva@edem.es,Julio,Silva,male,30,Bootcamp Full Stack,1,"[12, 16, 3, 9, 7, 15]",0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1
323,323,323,adalbertogelabert@edem.es,Adalberto,Gelabert,male,25,Master Marketing and Digital Sales,1,"[13, 7, 3, 8, 11]",0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
324,324,324,dimasgalán@edem.es,Dimas,Galán,male,26,Master Finance,1,"[6, 8, 5, 3, 13, 16]",0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
325,325,325,imeldacerezo@edem.es,Imelda,Cerezo,female,18,BSc in Engineering and Management,1,"[2, 14, 6, 1, 8, 3, 4, 7, 12, 10, 15, 9, 5, 11, 16]",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
326,326,326,eufemiamayol@edem.es,Eufemia,Mayol,female,23,Master Marketing and Digital Sales,1,"[6, 2, 10, 1, 4, 5, 13, 11, 12, 9, 3, 15, 8, 16, 7, 14]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,327,327,adelardoberenguer@edem.es,Adelardo,Berenguer,male,18,BBA in Business Administration,1,"[9, 13, 16, 6]",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
328,328,328,victorinosolera@edem.es,Victorino,Solera,male,24,MBA Junior,1,"[15, 9]",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
329,329,329,emiliofuentes@edem.es,Emilio,Fuentes,male,26,Master Marketing and Digital Sales,1,"[14, 2, 12, 11, 4, 5, 1]",1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0
330,330,330,juanluiszorrilla@edem.es,Juan Luis,Zorrilla,male,24,Master Finance,1,"[9, 6, 14, 2, 8, 13, 4, 10, 15, 7, 12, 5, 16, 1, 3]",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
331,331,331,bertalucas@edem.es,Berta,Lucas,female,25,Master Marketing and Digital Sales,1,"[7, 13, 1, 10, 6, 9, 5]",1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0
332,332,332,brunosolana@edem.es,Bruno,Solana,male,20,BBA in Business Administration,1,"[11, 12, 5, 14, 10, 13]",0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0
333,333,333,joseangelolivares@edem.es,Jose Angel,Olivares,male,25,Master Marketing and Digital Sales,1,"[5, 13, 15, 7]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
334,334,334,cirinonieto@edem.es,Cirino,Nieto,male,18,BSc in Engineering and Management,2,"[9, 14]",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
335,335,335,kikecarrasco@edem.es,Kike,Carrasco,male,25,Master Finance,1,"[5, 4, 3, 12, 6]",0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
336,336,336,gerónimosolé@edem.es,Gerónimo,Solé,male,25,Master Finance,1,"[13, 8, 3, 10, 11, 5, 7, 16]",0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1
337,337,337,nandobarón@edem.es,Nando,Barón,male,19,BSc in Engineering and Management,4,"[3, 11, 13, 14, 2, 7, 9, 5, 6, 4, 15, 16, 1, 10, 8]",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
338,338,338,anastasiopallarès@edem.es,Anastasio,Pallarès,male,26,Master Marketing and Digital Sales,1,"[12, 14, 2, 13, 9, 7, 4, 11, 10, 8, 3, 6, 5, 15, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
339,339,339,mirtaleón@edem.es,Mirta,León,female,19,BBA in Business Administration,2,"[11, 15, 16, 13, 1, 12, 2, 8, 14, 9, 10, 4, 5, 7, 6, 3]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,340,340,nicoláspons@edem.es,Nicolás,Pons,male,18,BBA in Business Administration,1,"[10, 3, 14, 5, 2]",0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
341,341,341,eliseollorente@edem.es,Eliseo,Llorente,male,24,Master Marketing and Digital Sales,1,"[9, 2, 6, 11, 13, 3, 1, 7, 5, 14, 16, 15]",1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
342,342,342,chusnogueira@edem.es,Chus,Nogueira,female,19,BBA in Business Administration,1,"[3, 12, 2, 1, 4, 8, 14, 16, 15, 5, 6, 11, 13, 7]",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
343,343,343,linoocaña@edem.es,Lino,Ocaña,male,19,BSc in Engineering and Management,1,"[4, 14, 7, 12, 3, 8, 2, 16, 15, 1, 6]",1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
344,344,344,araceliespada@edem.es,Araceli,Espada,female,21,BSc in Engineering and Management,4,"[4, 6, 15, 5]",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
345,345,345,maricruzorozco@edem.es,Maricruz,Orozco,female,18,BBA in Business Administration,1,"[13, 16, 14, 15, 3]",0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
346,346,346,juanalemán@edem.es,Juan,Alemán,male,26,Master Finance,1,"[3, 9, 10, 1, 14]",1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
347,347,347,rodolfotorrens@edem.es,Rodolfo,Torrens,male,25,Bootcamp Full Stack,1,"[15, 6, 12, 4, 11, 3]",0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
348,348,348,jorgesedano@edem.es,Jorge,Sedano,male,19,BBA in Business Administration,1,"[15, 14, 4, 2, 13, 3, 12, 7, 6, 16, 11, 10, 5, 9]",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
349,349,349,ericsalgado@edem.es,Eric,Salgado,male,18,BBA in Business Administration,4,"[8, 9, 10]",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
350,350,350,zoraidaposada@edem.es,Zoraida,Posada,female,18,BBA in Business Administration,2,"[1, 14, 15, 11, 5, 4, 9, 10, 13, 6]",1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
351,351,351,cirogárate@edem.es,Ciro,Gárate,male,21,Bootcamp Full Stack,1,"[10, 11, 1, 13, 4, 8, 7, 2, 12, 15, 6, 5, 14]",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
352,352,352,hernáncisneros@edem.es,Hernán,Cisneros,male,19,BBA in Business Administration,3,[12],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,353,353,bernardinoleon@edem.es,Bernardino,Leon,male,24,MBA Junior,1,"[5, 7, 14, 10, 15, 6, 9, 3, 8, 12, 1]",1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
354,354,354,rómulovillegas@edem.es,Rómulo,Villegas,male,18,BSc in Engineering and Management,2,[3],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,355,355,ascensiónseguí@edem.es,Ascensión,Seguí,female,20,Bootcamp Full Stack,1,[9],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,356,356,belenacevedo@edem.es,Belen,Acevedo,female,18,BSc in Engineering and Management,3,"[2, 15, 1, 13, 7, 9, 5]",1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0
357,357,357,juanluismaldonado@edem.es,Juan Luis,Maldonado,male,28,Bootcamp Data Science,1,"[14, 12, 7, 2, 11, 9, 15, 3, 5, 1, 10, 16, 13, 8]",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
358,358,358,rosarioroura@edem.es,Rosario,Roura,female,19,BBA in Business Administration,1,"[13, 10, 11, 16, 14, 12, 2, 5, 7, 6, 15]",0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
359,359,359,valentínpolo@edem.es,Valentín,Polo,male,18,BSc in Engineering and Management,2,"[8, 2]",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,360,360,faustofonseca@edem.es,Fausto,Fonseca,male,18,BBA in Business Administration,2,"[4, 8, 10, 14, 1, 5, 3, 2, 12, 6, 9, 15, 7, 16]",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
361,361,361,gregorioandres@edem.es,Gregorio,Andres,male,21,BBA in Business Administration,4,"[9, 3, 6, 15, 12, 5, 2, 1, 14, 7, 4, 13]",1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
362,362,362,faustopérez@edem.es,Fausto,Pérez,male,21,BBA in Business Administration,1,"[9, 12, 10]",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
363,363,363,orianameléndez@edem.es,Oriana,Meléndez,female,18,BBA in Business Administration,3,"[16, 8, 9]",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
364,364,364,juliánmadrigal@edem.es,Julián,Madrigal,male,18,BBA in Business Administration,2,"[2, 8, 14, 10, 3, 6, 12, 5, 16, 9, 11, 1]",1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1
365,365,365,hipólitotejedor@edem.es,Hipólito,Tejedor,male,18,BBA in Business Administration,1,"[1, 16, 14, 15, 4, 13, 8, 6]",1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
366,366,366,carmelitabelda@edem.es,Carmelita,Belda,female,21,BBA in Business Administration,3,"[5, 3, 14, 1, 9, 11, 7, 4, 6, 2, 12, 15, 16]",1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
367,367,367,adeliavillalba@edem.es,Adelia,Villalba,female,20,BBA in Business Administration,1,"[12, 2, 9]",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
368,368,368,manuelpedraza@edem.es,Manuel,Pedraza,male,20,BBA in Business Administration,4,"[6, 4]",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
369,369,369,nicodemoramón@edem.es,Nicodemo,Ramón,male,18,BSc in Engineering and Management,1,"[13, 2]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
370,370,370,cristóballladó@edem.es,Cristóbal,Lladó,male,24,MBA Junior,1,"[10, 13, 14, 5, 6, 2, 9, 8, 1, 3, 11, 7, 15, 4, 16]",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
371,371,371,édgarandrés@edem.es,Édgar,Andrés,male,18,BBA in Business Administration,3,"[12, 10, 8, 13, 4, 9, 16, 3, 1, 15, 14, 2, 11, 7, 6]",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
372,372,372,vitoredondo@edem.es,Vito,Redondo,male,20,BBA in Business Administration,4,"[1, 13, 11, 7, 12, 5, 2, 4, 9, 8, 15]",1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0
373,373,373,mauraruiz@edem.es,Maura,Ruiz,female,23,Master Marketing and Digital Sales,1,"[5, 12]",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
374,374,374,juliánpalomar@edem.es,Julián,Palomar,male,19,BBA in Business Administration,4,"[3, 1, 4, 9, 7, 6, 8, 2, 13]",1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
375,375,375,luchojiménez@edem.es,Lucho,Jiménez,male,19,BBA in Business Administration,1,"[13, 2, 10, 14, 1]",1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
376,376,376,jordimorata@edem.es,Jordi,Morata,male,21,BSc in Engineering and Management,1,"[5, 4, 16, 14, 6, 7, 12, 10, 8, 3, 2, 1, 9, 13]",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
377,377,377,manuiborra@edem.es,Manu,Iborra,male,19,BBA in Business Administration,4,"[5, 2, 3, 8]",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
378,378,378,inocenciogarcia@edem.es,Inocencio,Garcia,male,18,BBA in Business Administration,1,"[11, 7, 2, 9, 6, 4, 8, 5, 10, 3, 1, 12, 14, 15, 16]",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
379,379,379,leandrofalcó@edem.es,Leandro,Falcó,male,20,BBA in Business Administration,1,"[7, 14]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
380,380,380,fabioibarra@edem.es,Fabio,Ibarra,male,23,Master Data Analytics,1,"[5, 2, 12, 4, 6, 7, 9, 1, 16, 3, 15]",1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
381,381,381,pacobartolomé@edem.es,Paco,Bartolomé,male,18,BBA in Business Administration,4,[13],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,382,382,bartoloméalcántara@edem.es,Bartolomé,Alcántara,male,19,BBA in Business Administration,1,"[8, 2, 16, 15, 3, 13, 1, 10, 4, 11, 7, 14, 12, 5, 9]",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
383,383,383,micaelabecerra@edem.es,Micaela,Becerra,female,21,BBA in Business Administration,1,"[3, 1, 2, 4, 11, 8, 16, 14, 6]",1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1
384,384,384,heliodorocabrera@edem.es,Heliodoro,Cabrera,male,18,BBA in Business Administration,2,"[2, 8, 1, 3]",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
385,385,385,eveliamariño@edem.es,Evelia,Mariño,female,18,BBA in Business Administration,2,"[13, 8, 1, 7, 11, 16, 3, 6, 4, 2, 10, 9, 15, 14]",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1
386,386,386,amílcarbueno@edem.es,Amílcar,Bueno,male,18,BBA in Business Administration,1,"[8, 11]",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
387,387,387,edelmiroesteve@edem.es,Edelmiro,Esteve,male,19,BSc in Engineering and Management,2,"[16, 7, 9, 8, 1, 2, 5, 15, 3, 4]",1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
388,388,388,haroldovilar@edem.es,Haroldo,Vilar,male,18,BBA in Business Administration,2,"[8, 11, 13, 9, 1, 7, 6]",1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
389,389,389,herminiouría@edem.es,Herminio,Uría,male,28,Bootcamp Data Science,1,"[16, 6, 10, 9, 15, 7, 5, 3, 1, 13, 14, 2, 8, 12, 4, 11]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,390,390,edgardodelgado@edem.es,Edgardo,Delgado,male,19,BBA in Business Administration,4,"[8, 3, 2, 4, 11, 13, 5, 9, 1, 7, 14, 10]",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
391,391,391,wilfredoespada@edem.es,Wilfredo,Espada,male,23,MBA Junior,1,"[12, 15, 14, 3, 13, 4, 10, 6, 9, 5, 1, 16, 2]",1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
392,392,392,rubénalcolea@edem.es,Rubén,Alcolea,male,19,BBA in Business Administration,3,"[16, 9, 5, 3, 8, 1, 2]",1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
393,393,393,loretosalvà@edem.es,Loreto,Salvà,male,18,BBA in Business Administration,1,"[8, 10]",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
394,394,394,doritamulet@edem.es,Dorita,Mulet,female,19,BBA in Business Administration,3,"[1, 9, 8, 16, 6, 10, 4, 3]",1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1
